sysTime 	ACTION 	ChannelUsed 	TransJob 	CPU 	RunningJob 	ActionQos 
82310	13	26.303440583379384	2	0.10000000000000003	1	3716.226829519546
82320	13	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82330	13	1.4210854715202004e-14	0	0.30000000000000004	3	3716.226829519546
82340	13	1.4210854715202004e-14	0	0.30000000000000004	3	3716.226829519546
82350	1	20.751874963942193	1	0.20000000000000004	2	3478.8152340397173
82360	1	1.4210854715202004e-14	0	0.20000000000000004	2	1391.526093615887
82370	1	1.4210854715202004e-14	0	0.20000000000000004	2	1391.526093615887
82380	1	1.4210854715202004e-14	0	0.20000000000000004	2	1391.526093615887
82390	1	1.4210854715202004e-14	0	0.20000000000000004	2	1391.526093615887
82400	1	20.751874963942193	1	0.20000000000000004	2	1391.526093615887
82410	1	1.4210854715202004e-14	0	0.20000000000000004	2	2783.052187231774
82420	1	1.4210854715202004e-14	0	0.20000000000000004	2	2783.052187231774
82430	1	1.4210854715202004e-14	0	0.20000000000000004	2	2783.052187231774
82440	1	1.4210854715202004e-14	0	0.20000000000000004	2	2783.052187231774
82450	30	44.4784842672896	4	0.20000000000000004	2	2783.052187231774
82460	30	44.4784842672896	4	0.20000000000000004	2	2783.052187231774
82470	30	22.239242133644808	2	0.30000000000000004	3	2783.052187231774
82480	30	1.4210854715202004e-14	0	0.4	4	2783.052187231774
82490	30	1.4210854715202004e-14	0	0.4	4	14864.907318078183
82500	1	20.751874963942193	1	0.5	5	14864.907318078183
82510	1	1.4210854715202004e-14	0	0.4	4	404.5612690959702
82520	1	1.4210854715202004e-14	0	0.30000000000000004	3	2022.8063454798512
82530	1	1.4210854715202004e-14	0	0.30000000000000004	3	2022.8063454798512
82540	1	1.4210854715202004e-14	0	0.20000000000000004	2	1011.4031727399256
82550	1	20.751874963942193	1	0.10000000000000003	1	4045.6126909597024
82560	1	1.4210854715202004e-14	0	0.20000000000000004	2	4045.6126909597024
82570	1	1.4210854715202004e-14	0	0.20000000000000004	2	4045.6126909597024
82580	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82590	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82600	1	20.751874963942193	1	0.10000000000000003	1	7432.453659039092
82610	1	1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
82620	1	1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
82630	1	1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
82640	1	1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
82650	1	20.751874963942193	1	0.20000000000000004	2	7432.453659039092
82660	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82670	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82680	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82690	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82700	1	20.751874963942193	1	0.20000000000000004	2	11148.680488558637
82710	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82720	1	1.4210854715202004e-14	0	0.20000000000000004	2	11148.680488558637
82730	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82740	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82750	1	20.751874963942193	1	2.7755575615628914e-17	0	3716.226829519546
82760	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82770	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82780	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82790	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82800	1	20.751874963942193	1	0.10000000000000003	1	3716.226829519546
82810	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82820	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82830	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82840	1	1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
82850	1	20.751874963942193	1	2.7755575615628914e-17	0	3716.226829519546
82860	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82870	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82880	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82890	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82900	1	20.751874963942193	1	2.7755575615628914e-17	0	3716.226829519546
82910	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82920	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82930	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82940	1	1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
82950	1	20.751874963942193	1	0.10000000000000003	1	3716.226829519546
82960	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82970	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82980	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
82990	1	1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
83000	21	39.45516087506907	3	0.20000000000000004	2	3716.226829519546
83010	21	26.303440583379384	2	0.20000000000000004	2	11148.680488558637
83020	21	13.1517202916897	1	0.30000000000000004	3	11148.680488558637
83030	21	1.4210854715202004e-14	0	0.30000000000000004	3	7432.453659039092
83040	21	1.4210854715202004e-14	0	0.30000000000000004	3	7432.453659039092
83050	1	20.751874963942193	1	0.30000000000000004	3	7432.453659039092
83060	1	1.4210854715202004e-14	0	0.30000000000000004	3	556.6104374463548
83070	1	1.4210854715202004e-14	0	0.30000000000000004	3	556.6104374463548
83080	1	1.4210854715202004e-14	0	0.20000000000000004	2	2087.2891404238308
83090	1	1.4210854715202004e-14	0	0.20000000000000004	2	2087.2891404238308
83100	14	39.45516087506907	3	0.20000000000000004	2	2087.2891404238308
83110	14	26.303440583379384	2	0.30000000000000004	3	2087.2891404238308
83120	14	1.4210854715202004e-14	0	0.4	4	2087.2891404238308
83130	14	1.4210854715202004e-14	0	0.30000000000000004	3	347.88152340397176
83140	14	1.4210854715202004e-14	0	0.20000000000000004	2	13915.26093615887
83150	1	20.751874963942193	1	0.20000000000000004	2	13915.26093615887
