sysTime 	ACTION 	ChannelUsed 	TransJob 	CPU 	RunningJob 	ActionQos 
130340	1	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
130350	24	32.19280948873623	2	0.10000000000000003	1	7432.453659039092
130360	24	32.19280948873623	2	0.10000000000000003	1	7432.453659039092
130370	24	-1.4210854715202004e-14	0	0.20000000000000004	2	7432.453659039092
130380	24	-1.4210854715202004e-14	0	0.10000000000000003	1	287.4790490298214
130390	24	-1.4210854715202004e-14	0	0.10000000000000003	1	287.4790490298214
130400	1	20.75187496394218	1	0.10000000000000003	1	287.4790490298214
130410	1	-1.4210854715202004e-14	0	0.10000000000000003	1	718.6976225745533
130420	1	-1.4210854715202004e-14	0	0.10000000000000003	1	718.6976225745533
130430	1	-1.4210854715202004e-14	0	0.10000000000000003	1	718.6976225745533
130440	1	-1.4210854715202004e-14	0	0.10000000000000003	1	718.6976225745533
130450	1	20.75187496394218	1	0.10000000000000003	1	718.6976225745533
130460	1	-1.4210854715202004e-14	0	0.20000000000000004	2	718.6976225745533
130470	1	-1.4210854715202004e-14	0	0.20000000000000004	2	718.6976225745533
130480	1	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
130490	1	-1.4210854715202004e-14	0	0.10000000000000003	1	7432.453659039092
130500	1	20.75187496394218	1	2.7755575615628914e-17	0	3716.226829519546
130510	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
130520	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
130530	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
130540	1	-1.4210854715202004e-14	0	0.10000000000000003	1	3716.226829519546
130550	1	20.75187496394218	1	0.10000000000000003	1	3716.226829519546
130560	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
130570	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
130580	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
130590	1	-1.4210854715202004e-14	0	0.20000000000000004	2	3716.226829519546
130600	1	20.75187496394218	1	0.20000000000000004	2	3716.226829519546
130610	1	-1.4210854715202004e-14	0	0.30000000000000004	3	3716.226829519546
130620	1	-1.4210854715202004e-14	0	0.30000000000000004	3	3716.226829519546
130630	1	-1.4210854715202004e-14	0	0.30000000000000004	3	3716.226829519546
130640	1	-1.4210854715202004e-14	0	0.20000000000000004	2	14864.907318078183
